dataset,neuron,mean,cov,mean_std,cov_std,mean_0,mean_1,mean_2,mean_3,mean_4,cov_0,cov_1,cov_2,cov_3,cov_4,single_trial_correlation,cell_id
,,[ 0.   -0.24],"[[-0.01 -0.01]
 [ 0.03 -0.02]]",[0.7 0.7],"[[0.03 0.06]
 [0.05 0.03]]",[ 0.75 -1.  ],[-0.97  0.81],[-0.22 -0.24],[ 0.87 -0.98],[-0.41  0.22],"[[ 0.   -0.01]
 [-0.   -0.  ]]","[[0.03 0.08]
 [0.03 0.01]]","[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.06 -0.11]
 [ 0.12 -0.08]]","[[ 0.   -0.  ]
 [-0.01 -0.  ]]",,
,,[ 0.19 -0.19],"[[-0.02  0.05]
 [-0.02  0.03]]",[0.71 0.73],"[[0.07 0.06]
 [0.02 0.04]]",[ 1. -1.],[-0.98  0.89],[ 0.13 -0.16],[ 0.85 -0.98],[-0.05  0.29],"[[-0.01  0.01]
 [ 0.   -0.  ]]","[[ 0.07  0.07]
 [-0.03  0.04]]","[[ 0.01 -0.  ]
 [-0.01  0.  ]]","[[-0.14  0.15]
 [-0.06  0.11]]","[[-0.01  0.  ]
 [-0.   -0.  ]]",,
,,[ 0.18 -0.19],"[[ 0.03 -0.03]
 [ 0.02  0.01]]",[0.71 0.73],"[[0.04 0.06]
 [0.04 0.03]]",[ 1. -1.],[-0.99  0.89],[ 0.12 -0.16],[ 0.83 -0.98],[-0.06  0.29],"[[-0.01  0.  ]
 [-0.01  0.01]]","[[ 0.05 -0.15]
 [-0.   -0.03]]","[[ 0.   -0.  ]
 [-0.01 -0.  ]]","[[ 0.09 -0.02]
 [ 0.1   0.06]]","[[ 0.   -0.  ]
 [ 0.01  0.01]]",,
,,[-0.06 -0.23],"[[ 0.    0.02]
 [-0.01 -0.02]]",[0.7  0.72],"[[0.03 0.05]
 [0.03 0.06]]",[ 0.62 -1.  ],[-0.98  0.88],[-0.33 -0.26],[ 0.89 -0.99],[-0.51  0.2 ],"[[-0.   -0.01]
 [-0.01 -0.01]]","[[0.06 0.13]
 [0.03 0.03]]","[[ 0.   -0.  ]
 [-0.01 -0.01]]","[[-0.05  0.  ]
 [-0.05 -0.13]]","[[-0.    0.  ]
 [ 0.   -0.01]]",,
,,[ 0.13 -0.17],"[[ 0.02 -0.04]
 [ 0.   -0.01]]",[0.74 0.75],"[[0.02 0.09]
 [0.01 0.02]]",[ 1. -1.],[-0.99  0.92],[-0.04 -0.09],[ 0.9  -0.99],[-0.23  0.3 ],"[[ 0.   -0.01]
 [ 0.01 -0.01]]","[[ 0.05  0.01]
 [-0.01 -0.01]]","[[-0.   -0.  ]
 [ 0.    0.01]]","[[ 0.05 -0.22]
 [ 0.01 -0.05]]","[[-0.  0.]
 [-0.  0.]]",,
,,[ 0.12 -0.21],"[[ 0.04  0.01]
 [ 0.01 -0.02]]",[0.72 0.71],"[[0.04 0.02]
 [0.02 0.03]]",[ 1. -1.],[-0.97  0.82],[-0.03 -0.18],[ 0.84 -0.98],[-0.23  0.3 ],"[[ 0.01 -0.  ]
 [ 0.01 -0.  ]]","[[ 0.1   0.01]
 [ 0.04 -0.02]]","[[ 0.01 -0.  ]
 [ 0.    0.01]]","[[ 0.07  0.06]
 [-0.02 -0.07]]","[[ 0.   -0.  ]
 [ 0.01  0.  ]]",,
,,[ 0.1  -0.22],"[[ 0.   -0.02]
 [ 0.    0.01]]",[0.74 0.71],"[[0.02 0.04]
 [0.03 0.03]]",[ 1. -1.],[-0.97  0.84],[-0.09 -0.21],[ 0.85 -0.98],[-0.28  0.27],"[[ 0.01 -0.  ]
 [-0.01  0.  ]]","[[-0.03 -0.09]
 [-0.03  0.06]]","[[-0.   -0.  ]
 [ 0.01 -0.  ]]","[[ 0.05 -0.  ]
 [ 0.05 -0.04]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.18 -0.19],"[[ 0.03  0.01]
 [ 0.   -0.04]]",[0.71 0.73],"[[0.08 0.01]
 [0.01 0.05]]",[ 1. -1.],[-0.98  0.88],[ 0.12 -0.16],[ 0.84 -0.98],[-0.07  0.28],"[[-0.  0.]
 [ 0.  0.]]","[[-0.02 -0.  ]
 [-0.01 -0.09]]","[[-0.  0.]
 [ 0.  0.]]","[[ 0.18  0.04]
 [ 0.01 -0.11]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[-0.08 -0.22],"[[-0.08  0.02]
 [ 0.02 -0.02]]",[0.72 0.73],"[[0.12 0.08]
 [0.02 0.06]]",[ 0.61 -1.  ],[-0.99  0.92],[-0.37 -0.24],[ 0.9  -0.99],[-0.56  0.18],"[[ 0.    0.  ]
 [-0.   -0.01]]","[[-0.09  0.16]
 [ 0.04 -0.11]]","[[-0.    0.  ]
 [-0.01 -0.01]]","[[-0.32 -0.07]
 [ 0.04  0.06]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.19 -0.19],"[[0.05 0.05]
 [0.05 0.06]]",[0.71 0.73],"[[0.08 0.07]
 [0.1  0.06]]",[ 1. -1.],[-0.99  0.89],[ 0.13 -0.16],[ 0.84 -0.98],[-0.05  0.29],"[[-0.   -0.  ]
 [-0.    0.01]]","[[0.04 0.09]
 [0.01 0.1 ]]","[[-0.   -0.  ]
 [-0.    0.01]]","[[0.21 0.16]
 [0.26 0.15]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[ 0.2  -0.19],"[[-0.05 -0.02]
 [-0.04  0.02]]",[0.71 0.74],"[[0.1  0.05]
 [0.06 0.04]]",[ 1. -1.],[-0.99  0.91],[ 0.13 -0.16],[ 0.86 -0.98],[-0.03  0.3 ],"[[ 0.    0.  ]
 [-0.   -0.01]]","[[ 0.   -0.13]
 [-0.03  0.1 ]]","[[ 0.  0.]
 [-0.  0.]]","[[-0.24  0.01]
 [-0.17 -0.  ]]","[[ 0. -0.]
 [ 0.  0.]]",,
,,[-0.09 -0.26],"[[0.03 0.02]
 [0.04 0.02]]",[0.72 0.7 ],"[[0.03 0.02]
 [0.06 0.03]]",[ 0.58 -1.  ],[-0.97  0.82],[-0.39 -0.28],[ 0.93 -0.99],[-0.59  0.18],"[[-0.    0.  ]
 [-0.    0.01]]","[[ 0.08  0.03]
 [ 0.06 -0.  ]]","[[-0.    0.  ]
 [ 0.    0.01]]","[[0.07 0.06]
 [0.15 0.07]]","[[0. 0.]
 [0. 0.]]",,
,,[ 0.05 -0.23],"[[-0.02  0.02]
 [-0.    0.01]]",[0.7 0.7],"[[0.06 0.05]
 [0.02 0.05]]",[ 0.81 -1.  ],[-0.96  0.8 ],[-0.13 -0.21],[ 0.85 -0.98],[-0.33  0.23],"[[-0.01  0.  ]
 [ 0.   -0.01]]","[[-0.13  0.13]
 [-0.04  0.1 ]]","[[ 0.   -0.  ]
 [ 0.01 -0.  ]]","[[ 0.02 -0.01]
 [ 0.02 -0.04]]","[[-0.    0.  ]
 [-0.   -0.01]]",,
,,[ 0.15 -0.2 ],"[[ 0.01 -0.01]
 [-0.   -0.  ]]",[0.72 0.72],"[[0.03 0.05]
 [0.01 0.03]]",[ 1. -1.],[-0.97  0.83],[ 0.07 -0.17],[ 0.84 -0.98],[-0.18  0.3 ],"[[-0.   -0.  ]
 [-0.   -0.01]]","[[ 0.07  0.07]
 [-0.03  0.04]]","[[ 0.   -0.01]
 [ 0.01  0.  ]]","[[-0.01 -0.1 ]
 [ 0.   -0.03]]","[[-0.   -0.  ]
 [-0.   -0.01]]",,
,,[ 0.18 -0.19],"[[ 0.04 -0.03]
 [ 0.03 -0.01]]",[0.71 0.73],"[[0.05 0.05]
 [0.06 0.01]]",[ 1. -1.],[-0.99  0.9 ],[ 0.11 -0.16],[ 0.83 -0.98],[-0.07  0.28],"[[-0. -0.]
 [-0. -0.]]","[[ 0.09 -0.13]
 [ 0.01 -0.02]]","[[ 0.01 -0.  ]
 [ 0.    0.  ]]","[[ 0.12 -0.  ]
 [ 0.15 -0.01]]","[[ 0.    0.  ]
 [-0.   -0.01]]",,
,,[ 0.1  -0.21],"[[-0.06 -0.03]
 [-0.02  0.02]]",[0.73 0.71],"[[0.08 0.03]
 [0.05 0.03]]",[ 1. -1.],[-0.97  0.83],[-0.08 -0.2 ],[ 0.84 -0.98],[-0.27  0.27],"[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.09 -0.08]
 [-0.11  0.05]]","[[ 0.    0.01]
 [-0.01  0.01]]","[[-0.2  -0.06]
 [ 0.01  0.08]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[ 0.1  -0.19],"[[ 0.04 -0.07]
 [ 0.01  0.01]]",[0.74 0.73],"[[0.05 0.09]
 [0.02 0.07]]",[ 0.97 -1.  ],[-0.98  0.89],[-0.11 -0.12],[ 0.88 -0.99],[-0.28  0.26],"[[ 0.   -0.  ]
 [-0.   -0.01]]","[[ 0.12 -0.09]
 [ 0.02  0.13]]","[[-0.   -0.  ]
 [-0.    0.01]]","[[ 0.06 -0.24]
 [ 0.04 -0.07]]","[[ 0.    0.  ]
 [-0.01  0.01]]",,
,,[ 0.18 -0.2 ],"[[ 0.01 -0.03]
 [-0.04 -0.01]]",[0.71 0.72],"[[0.02 0.04]
 [0.07 0.03]]",[ 1. -1.],[-0.98  0.86],[ 0.13 -0.16],[ 0.85 -0.98],[-0.08  0.28],"[[-0.    0.  ]
 [-0.01  0.01]]","[[ 0.03 -0.09]
 [-0.04 -0.07]]","[[-0.01  0.  ]
 [ 0.01  0.  ]]","[[ 0.03 -0.05]
 [-0.17  0.01]]","[[ 0. -0.]
 [ 0.  0.]]",,
,,[ 0.16 -0.2 ],"[[-0.02 -0.01]
 [ 0.04 -0.01]]",[0.72 0.72],"[[0.03 0.03]
 [0.05 0.02]]",[ 1. -1.],[-0.97  0.84],[ 0.09 -0.16],[ 0.85 -0.98],[-0.17  0.3 ],"[[-0.   -0.  ]
 [-0.   -0.01]]","[[-0.04  0.02]
 [ 0.07  0.01]]","[[-0.    0.01]
 [ 0.    0.01]]","[[-0.07 -0.06]
 [ 0.13 -0.04]]","[[ 0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.11 -0.18],"[[-0.02  0.01]
 [ 0.   -0.01]]",[0.75 0.74],"[[0.05 0.03]
 [0.04 0.03]]",[ 1. -1.],[-0.99  0.91],[-0.08 -0.1 ],[ 0.9  -0.99],[-0.26  0.28],"[[ 0.01  0.01]
 [ 0.01 -0.01]]","[[-0.01 -0.03]
 [ 0.07 -0.07]]","[[-0.    0.  ]
 [ 0.01 -0.01]]","[[-0.13  0.06]
 [-0.06  0.03]]","[[ 0.01  0.  ]
 [-0.01  0.  ]]",,
,,[-0.07 -0.25],"[[-0.04  0.02]
 [-0.05 -0.  ]]",[0.71 0.7 ],"[[0.08 0.05]
 [0.08 0.04]]",[ 0.6 -1. ],[-0.97  0.81],[-0.36 -0.27],[ 0.92 -0.99],[-0.56  0.18],"[[ 0.01  0.  ]
 [ 0.01 -0.  ]]","[[-0.03  0.11]
 [-0.06 -0.07]]","[[-0.    0.  ]
 [ 0.    0.01]]","[[-0.19 -0.03]
 [-0.2   0.05]]","[[0. 0.]
 [0. 0.]]",,
,,[-0.1  -0.25],"[[ 0.    0.02]
 [-0.01  0.  ]]",[0.71 0.71],"[[0.01 0.04]
 [0.08 0.04]]",[ 0.57 -1.  ],[-0.98  0.85],[-0.38 -0.28],[ 0.89 -0.99],[-0.58  0.18],"[[ 0.   -0.  ]
 [ 0.01 -0.  ]]","[[-0.01  0.09]
 [ 0.09  0.07]]","[[ 0.01  0.  ]
 [-0.01 -0.  ]]","[[ 0.01 -0.01]
 [-0.15 -0.05]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[ 0.19 -0.2 ],"[[-0.04  0.04]
 [ 0.03  0.08]]",[0.71 0.73],"[[0.06 0.05]
 [0.04 0.09]]",[ 1. -1.],[-0.98  0.87],[ 0.13 -0.16],[ 0.85 -0.98],[-0.07  0.28],"[[-0.    0.01]
 [-0.   -0.01]]","[[-0.08  0.07]
 [ 0.09  0.19]]","[[0.   0.  ]
 [0.   0.01]]","[[-0.14  0.13]
 [ 0.07  0.18]]","[[-0.  0.]
 [-0.  0.]]",,
,,[ 0.02 -0.23],"[[-0.02  0.04]
 [-0.01 -0.  ]]",[0.7 0.7],"[[0.02 0.05]
 [0.02 0.01]]",[ 0.76 -1.  ],[-0.97  0.83],[-0.19 -0.2 ],[ 0.87 -0.98],[-0.38  0.22],"[[-0.01  0.  ]
 [-0.    0.  ]]","[[-0.05  0.11]
 [-0.   -0.  ]]","[[-0.   -0.  ]
 [ 0.01 -0.  ]]","[[-0.05  0.07]
 [-0.06 -0.01]]","[[0.   0.  ]
 [0.01 0.  ]]",,
,,[ 0.19 -0.19],"[[ 0.02 -0.03]
 [-0.03  0.01]]",[0.71 0.73],"[[0.02 0.04]
 [0.05 0.02]]",[ 1. -1.],[-0.98  0.88],[ 0.13 -0.16],[ 0.86 -0.98],[-0.04  0.29],"[[ 0.01  0.  ]
 [-0.   -0.  ]]","[[ 0.02 -0.02]
 [-0.03  0.05]]","[[ 0.   -0.  ]
 [-0.01  0.01]]","[[ 0.06 -0.11]
 [-0.13 -0.02]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[ 0.17 -0.2 ],"[[ 0.03  0.01]
 [ 0.03 -0.01]]",[0.71 0.72],"[[0.04 0.02]
 [0.05 0.01]]",[ 1. -1.],[-0.98  0.85],[ 0.1  -0.16],[ 0.83 -0.98],[-0.12  0.27],"[[-0.    0.  ]
 [-0.   -0.01]]","[[ 0.06  0.05]
 [ 0.04 -0.02]]","[[ 0.  0.]
 [ 0. -0.]]","[[ 0.09  0.02]
 [ 0.14 -0.  ]]","[[ 0.   -0.01]
 [-0.   -0.  ]]",,
,,[-0.07 -0.21],"[[-0.01  0.02]
 [ 0.01  0.02]]",[0.72 0.73],"[[0.03 0.02]
 [0.01 0.05]]",[ 0.63 -1.  ],[-0.99  0.93],[-0.35 -0.21],[ 0.9  -0.99],[-0.52  0.19],"[[-0.    0.  ]
 [ 0.01  0.  ]]","[[-0.    0.04]
 [-0.   -0.04]]","[[0. 0.]
 [0. 0.]]","[[-0.06  0.04]
 [ 0.02  0.12]]","[[ 0. -0.]
 [ 0.  0.]]",,
,,[ 0.14 -0.2 ],"[[-0.04 -0.  ]
 [ 0.01 -0.01]]",[0.72 0.72],"[[0.04 0.01]
 [0.02 0.04]]",[ 1. -1.],[-0.97  0.83],[ 0.05 -0.17],[ 0.83 -0.98],[-0.19  0.3 ],"[[-0.01  0.  ]
 [ 0.    0.  ]]","[[-0.07 -0.03]
 [ 0.05  0.03]]","[[ 0.    0.  ]
 [-0.01  0.01]]","[[-0.11  0.01]
 [ 0.02 -0.08]]","[[ 0.    0.  ]
 [-0.01 -0.  ]]",,
,,[-0.16 -0.26],"[[-0.03  0.03]
 [ 0.02 -0.  ]]",[0.72 0.71],"[[0.06 0.04]
 [0.02 0.01]]",[ 0.46 -1.  ],[-0.98  0.86],[-0.48 -0.3 ],[ 0.92 -0.99],[-0.7   0.14],"[[0. 0.]
 [0. 0.]]","[[-0.01  0.1 ]
 [ 0.04  0.02]]","[[-0. -0.]
 [ 0. -0.]]","[[-0.16  0.05]
 [ 0.05 -0.02]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[ 0.19 -0.19],"[[ 0.03 -0.01]
 [-0.03 -0.02]]",[0.71 0.73],"[[0.04 0.03]
 [0.04 0.03]]",[ 1. -1.],[-0.98  0.88],[ 0.13 -0.16],[ 0.85 -0.98],[-0.05  0.29],"[[-0. -0.]
 [ 0. -0.]]","[[ 0.07  0.02]
 [-0.11 -0.05]]","[[-0.   -0.  ]
 [-0.    0.01]]","[[ 0.08 -0.07]
 [-0.01 -0.06]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[ 0.12 -0.21],"[[-0.01 -0.05]
 [ 0.01 -0.03]]",[0.73 0.72],"[[0.07 0.06]
 [0.05 0.03]]",[ 1. -1.],[-0.98  0.88],[-0.04 -0.19],[ 0.86 -0.98],[-0.22  0.25],"[[-0.01 -0.01]
 [-0.   -0.01]]","[[-0.13 -0.08]
 [ 0.11 -0.05]]","[[0. 0.]
 [0. 0.]]","[[ 0.11 -0.15]
 [-0.05 -0.08]]","[[ 0. -0.]
 [-0. -0.]]",,
,,[ 0.14 -0.17],"[[-0.03 -0.06]
 [-0.   -0.02]]",[0.74 0.74],"[[0.05 0.09]
 [0.04 0.07]]",[ 1. -1.],[-0.99  0.92],[-0.01 -0.09],[ 0.9  -0.99],[-0.19  0.3 ],"[[-0.01  0.  ]
 [ 0.01 -0.  ]]","[[-0.03 -0.11]
 [ 0.05  0.04]]","[[-0.    0.01]
 [ 0.    0.  ]]","[[-0.13 -0.21]
 [-0.08 -0.16]]","[[ 0. -0.]
 [-0.  0.]]",,
,,[ 0.12 -0.2 ],"[[-0.01  0.  ]
 [ 0.   -0.01]]",[0.73 0.71],"[[0.02 0.01]
 [0.01 0.02]]",[ 1. -1.],[-0.97  0.83],[-0.07 -0.13],[ 0.86 -0.98],[-0.25  0.29],"[[-0.    0.  ]
 [ 0.01  0.01]]","[[ 0.    0.02]
 [ 0.01 -0.01]]","[[0.   0.  ]
 [0.   0.01]]","[[-0.06 -0.02]
 [-0.   -0.05]]","[[0.   0.  ]
 [0.   0.01]]",,
,,[ 0.04 -0.21],"[[ 0.07 -0.03]
 [ 0.01 -0.  ]]",[0.7  0.71],"[[0.1  0.06]
 [0.02 0.03]]",[ 0.79 -1.  ],[-0.98  0.85],[-0.16 -0.16],[ 0.87 -0.98],[-0.35  0.23],"[[-0.   -0.  ]
 [ 0.01  0.  ]]","[[ 0.08 -0.01]
 [ 0.05  0.04]]","[[ 0.01 -0.01]
 [-0.01  0.  ]]","[[ 0.25 -0.15]
 [ 0.01 -0.05]]","[[-0.   -0.  ]
 [ 0.   -0.01]]",,
,,[ 0.04 -0.21],"[[-0.03  0.03]
 [-0.01  0.06]]",[0.71 0.72],"[[0.04 0.07]
 [0.01 0.11]]",[ 0.8 -1. ],[-0.98  0.87],[-0.15 -0.14],[ 0.87 -0.98],[-0.34  0.23],"[[ 0.   -0.01]
 [-0.01  0.01]]","[[-0.11 -0.03]
 [-0.01  0.01]]","[[-0. -0.]
 [-0.  0.]]","[[-0.06  0.17]
 [-0.02  0.28]]","[[ 0.  0.]
 [ 0. -0.]]",,
,,[ 0.16 -0.2 ],"[[ 0.02 -0.01]
 [ 0.03 -0.04]]",[0.72 0.72],"[[0.02 0.03]
 [0.08 0.07]]",[ 1. -1.],[-0.98  0.85],[ 0.09 -0.16],[ 0.87 -0.98],[-0.16  0.28],"[[-0.    0.01]
 [ 0.02  0.  ]]","[[ 0.02 -0.06]
 [-0.06 -0.  ]]","[[-0.    0.  ]
 [ 0.02 -0.  ]]","[[ 0.06 -0.02]
 [ 0.19 -0.18]]","[[ 0.   -0.  ]
 [-0.   -0.01]]",,
,,[-0.09 -0.22],"[[ 0.04 -0.01]
 [ 0.06  0.  ]]",[0.72 0.73],"[[0.08 0.01]
 [0.09 0.01]]",[ 0.6 -1. ],[-0.99  0.93],[-0.38 -0.24],[ 0.9  -0.99],[-0.57  0.18],"[[-0.    0.  ]
 [ 0.    0.01]]","[[-0.01 -0.03]
 [ 0.05  0.01]]","[[-0.   -0.01]
 [ 0.01 -0.  ]]","[[ 0.2  -0.02]
 [ 0.24 -0.01]]","[[-0.   -0.  ]
 [ 0.    0.01]]",,
,,[-0.16 -0.25],"[[0.   0.  ]
 [0.   0.02]]",[0.72 0.73],"[[0.04 0.01]
 [0.01 0.04]]",[ 0.46 -1.  ],[-0.99  0.92],[-0.49 -0.3 ],[ 0.9  -0.99],[-0.71  0.14],"[[-0.   -0.  ]
 [ 0.01  0.  ]]","[[ 0.08  0.03]
 [-0.02 -0.  ]]","[[ 0.   -0.01]
 [-0.   -0.01]]","[[-0.05  0.  ]
 [ 0.02  0.09]]","[[ 0.   -0.  ]
 [ 0.    0.01]]",,
,,[-0.03 -0.24],"[[ 0.01 -0.01]
 [-0.05  0.03]]",[0.71 0.7 ],"[[0.04 0.04]
 [0.06 0.03]]",[ 0.68 -1.  ],[-0.97  0.82],[-0.28 -0.25],[ 0.91 -0.99],[-0.47  0.2 ],"[[ 0.   -0.  ]
 [-0.02  0.01]]","[[-0.03 -0.08]
 [-0.08  0.07]]","[[-0.   -0.  ]
 [-0.    0.01]]","[[ 0.09  0.05]
 [-0.16  0.04]]","[[-0.  0.]
 [ 0. -0.]]",,
,,[ 0.13 -0.2 ],"[[ 0.03  0.03]
 [ 0.04 -0.  ]]",[0.72 0.72],"[[0.1  0.07]
 [0.07 0.04]]",[ 1. -1.],[-0.97  0.83],[-0.02 -0.19],[ 0.84 -0.98],[-0.22  0.31],"[[-0.01 -0.  ]
 [ 0.    0.01]]","[[-0.06 -0.01]
 [ 0.01  0.06]]","[[ 0.    0.  ]
 [-0.01  0.01]]","[[ 0.24  0.16]
 [ 0.17 -0.07]]","[[0. 0.]
 [0. 0.]]",,
,,[-0.11 -0.23],"[[-0.   -0.01]
 [ 0.02 -0.01]]",[0.73 0.73],"[[0.06 0.02]
 [0.03 0.05]]",[ 0.58 -1.  ],[-0.99  0.93],[-0.41 -0.28],[ 0.9  -0.99],[-0.62  0.17],"[[ 0.   -0.01]
 [ 0.    0.01]]","[[-0.11 -0.03]
 [ 0.02  0.04]]","[[-0.  0.]
 [ 0. -0.]]","[[ 0.09 -0.03]
 [ 0.08 -0.11]]","[[-0.  0.]
 [ 0.  0.]]",,
,,[ 0.12 -0.21],"[[ 0.03 -0.01]
 [-0.02 -0.03]]",[0.73 0.71],"[[0.07 0.05]
 [0.04 0.05]]",[ 1. -1.],[-0.97  0.82],[-0.06 -0.18],[ 0.84 -0.98],[-0.24  0.3 ],"[[-0.01 -0.1 ]
 [-0.04 -0.09]]","[[ 0.16  0.04]
 [-0.09 -0.09]]","[[ 0.01 -0.01]
 [ 0.   -0.  ]]","[[-0.02 -0.  ]
 [ 0.01  0.01]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[ 0.18 -0.2 ],"[[-0.01  0.01]
 [ 0.02  0.01]]",[0.71 0.72],"[[0.01 0.01]
 [0.04 0.02]]",[ 1. -1.],[-0.98  0.86],[ 0.13 -0.16],[ 0.84 -0.98],[-0.07  0.28],"[[ 0.   -0.  ]
 [ 0.01  0.  ]]","[[ 0.    0.03]
 [-0.02  0.02]]","[[-0.  0.]
 [ 0. -0.]]","[[-0.03  0.02]
 [ 0.1   0.04]]","[[-0. -0.]
 [-0. -0.]]",,
,,[ 0.14 -0.2 ],"[[-0.02 -0.02]
 [ 0.01  0.  ]]",[0.72 0.72],"[[0.03 0.03]
 [0.02 0.01]]",[ 1. -1.],[-0.97  0.83],[ 0.03 -0.18],[ 0.83 -0.98],[-0.2  0.3],"[[-0.    0.  ]
 [ 0.    0.01]]","[[-0.03 -0.08]
 [ 0.    0.02]]","[[ 0.   -0.  ]
 [-0.   -0.01]]","[[-0.07 -0.03]
 [ 0.06  0.  ]]","[[-0.    0.  ]
 [ 0.   -0.01]]",,
,,[-0.17 -0.25],"[[ 0.03 -0.02]
 [-0.02  0.01]]",[0.72 0.72],"[[0.05 0.08]
 [0.03 0.04]]",[ 0.44 -1.  ],[-0.99  0.9 ],[-0.49 -0.3 ],[ 0.91 -0.99],[-0.71  0.14],"[[-0.   -0.  ]
 [ 0.01  0.01]]","[[ 0.12 -0.16]
 [-0.07  0.08]]","[[ 0.   -0.  ]
 [-0.   -0.01]]","[[ 0.    0.08]
 [-0.06 -0.04]]","[[ 0.   -0.  ]
 [ 0.01 -0.01]]",,
,,[-0.17 -0.26],"[[ 0.01 -0.  ]
 [-0.   -0.01]]",[0.73 0.71],"[[0.05 0.02]
 [0.02 0.01]]",[ 0.43 -1.  ],[-0.98  0.87],[-0.5  -0.31],[ 0.93 -0.99],[-0.72  0.13],"[[-0.01  0.  ]
 [ 0.   -0.01]]","[[-0.04 -0.03]
 [-0.04 -0.01]]","[[ 0.    0.  ]
 [-0.01  0.  ]]","[[ 0.1   0.02]
 [ 0.03 -0.01]]","[[-0. -0.]
 [ 0. -0.]]",,
,,[ 0.18 -0.19],"[[0.02 0.02]
 [0.   0.02]]",[0.71 0.73],"[[0.04 0.09]
 [0.02 0.04]]",[ 1. -1.],[-0.98  0.89],[ 0.11 -0.16],[ 0.83 -0.98],[-0.08  0.28],"[[-0.   -0.  ]
 [-0.    0.01]]","[[ 0.11 -0.09]
 [-0.   -0.01]]","[[ 0.    0.  ]
 [-0.01  0.  ]]","[[0.01 0.19]
 [0.04 0.09]]","[[ 0.  0.]
 [-0. -0.]]",,
,,[-0.03 -0.24],"[[ 0.04 -0.04]
 [ 0.02 -0.  ]]",[0.72 0.71],"[[0.09 0.05]
 [0.02 0.05]]",[ 0.67 -1.  ],[-0.97  0.84],[-0.29 -0.26],[ 0.92 -0.99],[-0.48  0.2 ],"[[ 0.01  0.  ]
 [-0.    0.01]]","[[-0.03 -0.09]
 [ 0.05 -0.09]]","[[-0.    0.  ]
 [ 0.01 -0.  ]]","[[ 0.21 -0.1 ]
 [ 0.04  0.07]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[ 0.16 -0.2 ],"[[-0.03  0.05]
 [-0.01  0.03]]",[0.73 0.72],"[[0.09 0.08]
 [0.03 0.04]]",[ 1. -1.],[-0.98  0.86],[ 0.04 -0.14],[ 0.89 -0.99],[-0.16  0.27],"[[-0.01  0.  ]
 [-0.   -0.  ]]","[[0.07 0.07]
 [0.02 0.05]]","[[-0.   -0.01]
 [-0.01  0.  ]]","[[-0.19  0.2 ]
 [-0.06  0.1 ]]","[[ 0. -0.]
 [ 0.  0.]]",,
,,[ 0.2  -0.19],"[[-0.05  0.02]
 [-0.03  0.  ]]",[0.71 0.74],"[[0.07 0.03]
 [0.08 0.01]]",[ 1. -1.],[-0.99  0.9 ],[ 0.13 -0.16],[ 0.86 -0.98],[-0.03  0.29],"[[-0.   -0.01]
 [ 0.    0.01]]","[[-0.06  0.01]
 [ 0.04 -0.02]]","[[0. 0.]
 [0. 0.]]","[[-0.18  0.09]
 [-0.17  0.03]]","[[-0.  0.]
 [-0. -0.]]",,
,,[ 0.03 -0.23],"[[-0.03 -0.01]
 [-0.01  0.02]]",[0.7 0.7],"[[0.04 0.09]
 [0.05 0.06]]",[ 0.79 -1.  ],[-0.96  0.8 ],[-0.16 -0.22],[ 0.85 -0.98],[-0.36  0.23],"[[ 0.    0.  ]
 [-0.01 -0.01]]","[[-0.09  0.1 ]
 [ 0.04 -0.03]]","[[-0.   -0.  ]
 [ 0.   -0.01]]","[[-0.07 -0.17]
 [-0.11  0.15]]","[[ 0. -0.]
 [ 0. -0.]]",,
,,[ 0.18 -0.2 ],"[[-0.02  0.05]
 [-0.03 -0.  ]]",[0.71 0.72],"[[0.03 0.07]
 [0.04 0.01]]",[ 1. -1.],[-0.98  0.86],[ 0.12 -0.16],[ 0.84 -0.98],[-0.08  0.28],"[[ 0.   -0.  ]
 [ 0.01 -0.01]]","[[-0.08  0.05]
 [-0.05  0.01]]","[[-0.01 -0.  ]
 [ 0.    0.  ]]","[[-0.01  0.17]
 [-0.09 -0.02]]","[[ 0.01  0.  ]
 [-0.    0.  ]]",,
